Electrical Conductivity (dS/m),Moisture (%),pH,Temperature (°C),Salinity (ppm),Humidity (%),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg),Soil Type,Crop Type,Fertilizer
1.49,32.9,6.98571967,21.9989826,931,56.31006755,18,55,23,Clayey,pigeonpeas,Urea
0.46,11.1,6.431265737,23.65374106,810,93.32657504,39,24,39,Clayey,pomegranate,Urea
1.23,28.9,6.0967531,23.08950736,455,90.22507299,29,132,204,Clayey,apple,Potash
1.26,27.2,7.014063944,24.39736241,725,79.26861738,70,38,35,Sandy,jute,DAP
2.19,6.9,5.973853124,28.28905147,891,97.00396405,38,24,33,Clayey,coconut,Ammonium Sulphate
1.46,16.6,6.114525877,22.94276687,766,75.37170612,116,52,19,Loamy,cotton,DAP
1.07,13.5,6.348316257,27.30901814,264,55.196224,103,40,30,Clayey,coffee,DAP
2.45,14.1,8.340398059,27.0956288,833,42.26206161,35,57,25,Clayey,mothbeans,DAP
0.45,34.5,6.345806011,34.93174223,190,30.40046769,6,66,15,Loamy,pigeonpeas,DAP
1.17,24.3,5.954626604,29.73770045,266,47.54885174,2,40,27,Clayey,mango,Urea
0.3,26.5,6.402926221,27.77076285,306,87.09979549,9,48,22,Sandy,mungbean,Ammonium Sulphate
1.9,34.3,6.232836962,29.34594634,381,85.60472562,1,48,24,Clayey,mungbean,Potash
2.31,16.3,5.554823557,21.80129837,164,92.73446667,31,130,198,Sandy,apple,DAP
0.84,29.1,7.135251532,20.0467711,987,65.84395319,32,56,18,Sandy,lentil,Potash
2.17,18,7.217018459,19.46210401,615,18.72831993,33,75,84,Sandy,chickpea,Urea
0.87,31.1,6.705008504,28.70562673,256,81.59200689,35,41,18,Loamy,mungbean,Urea
2.29,10.4,6.684381357,28.44524991,860,82.67639542,34,35,21,Clayey,mungbean,NPK
1.93,33.4,6.399433771,21.19339319,868,82.33098331,39,138,203,Sandy,grapes,DAP
2.05,11.6,6.12166671,19.04380471,846,33.10695144,5,68,20,Sandy,pigeonpeas,NPK
0.24,14.8,6.062356467,22.13450646,405,94.67695747,28,130,196,Clayey,apple,Potash
2.41,27.7,5.708409601,27.57283516,977,94.90485697,10,24,27,Loamy,coconut,Ammonium Sulphate
1.87,16.8,6.448792689,29.93061247,494,93.22980899,93,20,50,Loamy,muskmelon,NPK
0.9,23.2,7.27905689,25.55656667,173,62.67087838,114,20,26,Sandy,coffee,Urea
2.11,18.3,6.287380117,28.18837136,286,82.60629652,34,45,21,Loamy,mungbean,DAP
0.85,27.3,7.730367824,24.63544858,673,80.41363018,88,55,45,Clayey,rice,Potash
2.21,11.8,6.389783283,41.20733624,436,81.61051026,17,136,195,Loamy,grapes,Urea
0.46,6.8,5.91645379,27.60195453,775,63.46170674,32,79,22,Clayey,lentil,Ammonium Sulphate
1.82,14,7.504930973,28.04849594,667,64.07691942,26,68,24,Sandy,lentil,DAP
1.44,19.2,6.435917308,25.34119774,722,84.47321314,98,79,50,Clayey,banana,Ammonium Sulphate
0.42,10,7.366542647,29.36358721,829,64.98742947,20,62,18,Sandy,blackgram,Ammonium Sulphate
0.76,15.6,6.144631795,22.04612876,339,84.62978302,107,42,24,Clayey,cotton,DAP
0.23,17,7.016482298,18.05142392,632,90.03969587,31,25,12,Clayey,orange,DAP
1.28,6.7,6.625538653,16.39624284,240,92.18151927,17,16,14,Loamy,orange,Ammonium Sulphate
0.89,22.5,9.160691747,25.36140526,364,46.82652785,3,58,21,Clayey,mothbeans,Potash
1.58,31.5,4.947683034,27.67256197,238,45.41692012,22,28,26,Sandy,mango,DAP
0.88,9.6,6.787658922,23.1069385,558,67.06230539,117,37,32,Clayey,coffee,Urea
0.89,22.9,5.866744372,21.32776028,169,18.48522915,5,65,16,Sandy,kidneybeans,NPK
1.91,24.9,7.408939392,25.66901098,484,92.04670813,5,23,15,Sandy,orange,Potash
0.31,17.6,7.979090365,24.71252544,729,77.7293114,116,56,17,Clayey,cotton,DAP
2.28,26,5.590236025,25.56703012,297,75.94067692,100,76,45,Loamy,banana,DAP
2.16,17.3,6.587791262,25.10474753,304,87.5267616,92,20,55,Clayey,watermelon,Potash
1.74,20.1,6.206053072,12.59093977,825,91.81668769,18,12,8,Clayey,orange,NPK
1.56,5.2,6.260838965,26.98603693,667,89.4138489,120,24,47,Loamy,watermelon,Ammonium Sulphate
2.25,25.8,4.525722333,31.48451729,898,48.77926304,19,38,26,Sandy,mango,Urea
0.63,24.8,6.740983646,27.76317235,904,90.35567642,113,6,52,Clayey,muskmelon,DAP
0.38,6.2,6.956682743,26.8748389,786,79.78725152,84,55,38,Loamy,jute,NPK
0.75,16,6.551892638,37.03551903,958,91.79430166,56,59,55,Loamy,papaya,Urea
2.03,34.4,6.630301421,27.99611732,981,90.84660317,107,22,54,Sandy,muskmelon,Potash
0.28,17.6,5.779090476,21.35135729,739,22.91244883,14,59,15,Loamy,kidneybeans,DAP
1.54,20.1,5.950660556,26.79533926,530,82.1480873,95,55,42,Sandy,rice,Ammonium Sulphate
2.49,32.3,9.416003106,30.47757686,989,61.58245338,28,57,17,Clayey,mothbeans,Potash
2.17,26.5,7.728998197,17.927806,424,15.85622899,34,71,79,Loamy,chickpea,DAP
1.4,22.5,5.70080568,22.70883798,541,82.63941394,69,55,38,Clayey,rice,NPK
0.35,28.9,7.207457208,24.89326318,903,77.01222585,89,52,45,Loamy,jute,Urea
2.11,30.9,6.29099842,25.67385024,387,81.6212135,6,139,199,Loamy,grapes,Urea
1.58,18.7,5.945465949,21.80619564,325,18.57086554,9,80,19,Clayey,kidneybeans,DAP
0.46,19.3,6.656458831,23.16855863,163,90.78821158,45,57,47,Loamy,papaya,Potash
0.42,16.6,6.129533877,17.22385224,659,15.82069268,42,79,85,Clayey,chickpea,Ammonium Sulphate
2.29,34,6.969883483,27.255435,813,91.71369387,19,7,9,Clayey,orange,NPK
1.74,25.9,6.266208727,27.82424457,597,90.56698742,95,23,45,Sandy,muskmelon,DAP
2.11,7.5,5.635993966,16.71170642,948,19.17651433,24,80,22,Clayey,kidneybeans,NPK
2.22,30.9,6.206053072,12.59093977,159,91.81668769,18,12,8,Sandy,orange,Urea
1.52,19.4,6.279133738,35.47478322,496,47.97230503,0,17,30,Clayey,mango,Ammonium Sulphate
1.39,7.1,6.275384607,26.6719835,356,76.48541655,89,85,55,Loamy,banana,NPK
1.19,21.5,6.442289294,22.76643029,676,92.12438519,28,123,202,Clayey,apple,DAP
0.93,17.5,7.121571293,27.11026483,338,84.96771717,31,58,15,Loamy,mungbean,Ammonium Sulphate
1.2,31.3,6.720449769,23.47986888,900,81.73049149,135,43,16,Sandy,cotton,Potash
1.98,11.1,6.114128685,25.66576039,137,88.6984228,120,20,45,Loamy,watermelon,DAP
1.58,29.8,6.25449571,26.58413917,124,95.78923137,36,27,26,Clayey,coconut,NPK
2.25,21.7,6.814301033,32.81705216,509,66.15665137,52,65,20,Loamy,blackgram,Ammonium Sulphate
1.22,6.6,7.342409555,23.6734328,560,47.2879691,19,57,23,Sandy,pigeonpeas,DAP
1.6,34.2,6.234330356,24.10859207,670,73.13112261,99,56,17,Loamy,maize,Ammonium Sulphate
1.65,20.4,6.847382891,33.49077065,516,62.73317204,21,62,24,Loamy,blackgram,Ammonium Sulphate
1.56,13.7,5.954665349,17.48189735,456,18.8251973,37,64,22,Clayey,kidneybeans,Ammonium Sulphate
1.82,19.1,6.431265737,23.65374106,482,93.32657504,39,24,39,Clayey,pomegranate,NPK
0.75,30.7,6.706505915,28.12787838,908,64.2097765,51,56,18,Loamy,blackgram,DAP
1.38,14.1,7.825531916,33.23453301,257,91.06053924,30,7,15,Sandy,orange,Urea
0.44,10.8,6.097294061,23.89069041,668,83.46409075,77,52,41,Loamy,jute,Urea
1.08,8.9,5.587905967,23.41044706,532,91.69913296,20,129,201,Sandy,apple,NPK
1.32,13.9,5.686972967,28.130115,147,95.64807631,13,28,33,Sandy,coconut,NPK
1.7,28.4,6.808041722,29.67892453,427,69.0854554,24,80,19,Sandy,blackgram,Ammonium Sulphate
2.39,19.1,5.623490043,31.80130272,532,45.03186173,40,70,20,Loamy,pigeonpeas,DAP
1.58,11.8,6.434610995,23.24925555,530,73.65346838,95,57,41,Sandy,jute,DAP
1.91,10,5.519088423,26.05433004,155,79.39654531,80,77,49,Loamy,banana,Potash
1.36,15,7.080506001,25.93381964,676,68.70533022,37,77,20,Sandy,lentil,Potash
1.66,33.2,5.859813416,24.69487673,367,59.96669215,27,74,20,Sandy,pigeonpeas,Urea
0.36,15.3,6.547361618,29.77013109,168,66.29327012,28,69,16,Loamy,lentil,Potash
0.79,34.6,6.286387658,25.41864024,827,81.12122989,113,19,46,Clayey,watermelon,Potash
1.03,19.6,5.706198621,23.90910104,700,20.74619325,32,79,15,Clayey,kidneybeans,Urea
1.29,10.4,5.926676985,16.43340342,548,24.24045875,40,64,16,Loamy,kidneybeans,Urea
0.3,31.7,7.829507245,20.68185224,892,90.91510525,36,29,13,Loamy,orange,Potash
0.52,18.8,7.332375138,31.74379487,356,62.51007687,59,55,19,Clayey,blackgram,DAP
0.84,26.3,7.085982325,29.12939524,771,88.48312598,14,41,17,Clayey,mungbean,Potash
2.43,34.5,6.4841522,31.89356292,589,49.02450149,40,16,35,Clayey,mango,Ammonium Sulphate
0.96,6.5,7.442217061,23.41022496,845,76.43836957,108,38,24,Loamy,cotton,Ammonium Sulphate
1.31,7.9,6.762522087,25.62446619,742,93.18240298,49,54,50,Sandy,papaya,Ammonium Sulphate
0.65,26.6,6.691541233,27.15998538,148,51.59100753,103,27,31,Loamy,coffee,NPK
1.6,13.5,5.638328481,41.94865736,758,81.15595212,29,122,196,Clayey,grapes,Ammonium Sulphate
0.85,10.5,6.12476108,20.93892916,415,85.42912869,23,30,44,Sandy,pomegranate,DAP
0.68,6.2,6.386259978,25.13842773,512,83.12053888,74,40,40,Loamy,jute,NPK
1.39,5.7,6.246872394,26.67377159,533,52.24226285,82,29,35,Clayey,coffee,NPK
0.21,28.2,5.591560999,19.30607278,101,23.96362799,9,69,20,Loamy,kidneybeans,Ammonium Sulphate
0.22,9,7.336117221,27.41434987,940,63.41785982,12,66,20,Sandy,lentil,Potash
0.7,19,5.95561668,22.13974653,244,23.02251117,2,61,20,Clayey,kidneybeans,Urea
0.28,23.2,6.57398033,29.60718808,465,93.15642801,32,55,51,Loamy,papaya,Potash
0.45,17.9,6.565312653,28.50416396,519,93.46806467,82,26,47,Sandy,muskmelon,Potash
0.98,5.8,7.175344328,22.36509395,672,92.30882391,18,27,41,Sandy,pomegranate,NPK
2.05,28.5,6.281069505,27.34585147,884,78.4873835,82,75,55,Loamy,banana,NPK
1.52,5.3,6.770955317,28.17458662,660,83.69659318,20,45,17,Sandy,mungbean,NPK
1.38,27.9,7.684420446,21.03200078,943,92.9641969,33,14,8,Clayey,orange,DAP
0.88,31.8,7.353876754,28.63005477,543,66.770943,27,62,24,Sandy,blackgram,DAP
2.34,18,7.629910253,18.29783597,533,69.6897615,13,61,24,Loamy,lentil,Urea
1.11,21.1,5.532100554,18.62328774,742,23.02410338,11,61,21,Clayey,kidneybeans,NPK
0.4,19.3,6.074209622,24.31334971,654,87.47409052,82,25,51,Sandy,watermelon,Ammonium Sulphate
1.62,16.7,6.969249676,20.18432263,156,90.65458473,0,12,7,Sandy,orange,NPK
0.46,31.6,6.725600855,34.05296914,661,92.05811721,34,10,14,Clayey,orange,DAP
0.99,31.8,6.149934034,29.36792366,277,76.24900101,91,94,46,Clayey,banana,NPK
1.37,15.1,5.953933276,21.8652524,392,80.1923008,77,38,36,Sandy,rice,DAP
2.21,23.5,6.600948788,24.35590861,145,92.39651663,6,8,11,Clayey,orange,NPK
1.34,32.8,7.829507245,20.68185224,269,90.91510525,36,29,13,Loamy,orange,Ammonium Sulphate
1.82,33.9,5.667419697,22.47253208,370,62.56532471,7,74,17,Sandy,pigeonpeas,Urea
2.48,20.3,5.891458107,26.28845991,516,83.390039,108,88,55,Loamy,banana,Ammonium Sulphate
0.5,18.6,7.418650668,26.27274407,947,62.28814857,42,61,22,Sandy,blackgram,DAP
0.83,13.4,6.890156495,29.2808618,238,81.8009244,19,39,17,Loamy,mungbean,Potash
1.11,33.8,6.983732393,27.51006055,346,50.66687215,104,35,28,Loamy,coffee,Ammonium Sulphate
1.17,9.3,7.189259647,30.55472573,247,90.90343769,39,24,14,Clayey,orange,NPK
1.15,22.4,7.005410734,19.30106297,329,87.1775172,8,23,38,Sandy,pomegranate,Urea
2.29,13.5,4.608695247,19.63736208,891,32.31528909,24,73,20,Clayey,pigeonpeas,NPK
1.84,13.4,5.816622479,29.16226551,736,76.16151562,105,77,52,Clayey,banana,NPK
1.6,17.1,5.620733794,28.74013335,803,93.39676499,17,11,32,Sandy,coconut,Ammonium Sulphate
0.91,35,6.65398725,25.37601283,473,80.99313508,116,5,54,Loamy,watermelon,Urea
2.09,6.6,7.401121811,10.2708877,179,90.19147747,37,18,12,Sandy,orange,Potash
2.4,22.4,7.288377241,22.31871914,705,83.86129998,120,60,15,Sandy,cotton,NPK
2.09,7.5,6.057697106,26.49195283,837,80.04678201,83,25,53,Sandy,watermelon,Urea
0.2,9.6,7.839849298,24.68854799,164,78.51206972,117,43,25,Clayey,cotton,Potash
1.66,18.2,6.227134139,27.68515114,187,81.94268594,4,59,25,Sandy,mungbean,NPK
0.32,20.3,5.833010958,19.91853092,187,20.70099804,27,56,22,Sandy,kidneybeans,Urea
0.79,12.8,6.119216009,25.56202173,812,77.38229006,117,76,47,Sandy,banana,Ammonium Sulphate
0.34,14.5,6.077886012,18.90592319,825,89.24126808,20,7,45,Loamy,pomegranate,NPK
1.59,7.6,7.76061831,31.4345059,303,62.99303471,55,77,22,Loamy,blackgram,NPK
1.78,14.1,6.932739726,26.58740671,481,81.32563243,93,22,52,Loamy,watermelon,Urea
0.46,34,6.327673765,22.5526059,700,89.3259486,21,21,38,Loamy,pomegranate,NPK
1.08,33.3,6.151029296,19.54284889,575,66.34777265,10,71,18,Clayey,pigeonpeas,Potash
1.25,15,6.454045329,35.37775595,672,45.58110023,34,38,31,Clayey,mango,NPK
1.05,22.1,6.207495815,32.17752026,882,54.01352682,31,20,30,Sandy,mango,DAP
0.48,32.3,6.372576327,22.08576562,705,83.47038318,66,60,38,Clayey,rice,Potash
1.16,5.2,5.605934087,22.45696744,918,94.76285385,33,121,203,Loamy,apple,Urea
1.93,29.3,5.703381728,25.19640218,638,83.55829874,117,86,53,Sandy,banana,Potash
0.36,33.5,6.195142279,24.92994759,313,85.00802358,83,10,53,Sandy,watermelon,DAP
0.38,7.7,5.594240603,30.50734778,173,82.71775569,25,121,201,Loamy,grapes,DAP
1.02,9.8,6.458714879,28.05484146,160,78.04602887,86,95,49,Loamy,banana,NPK
2.37,33.8,5.588650585,23.08974909,797,63.10459626,78,48,22,Loamy,maize,NPK
1.74,21.1,6.623167177,24.41592661,642,89.39655519,115,11,46,Clayey,watermelon,Ammonium Sulphate
1.76,5.4,6.78415271,27.89636126,318,88.71782287,33,57,17,Sandy,mungbean,Potash
1.03,12.7,5.949949081,17.84806561,111,18.77621951,26,65,22,Loamy,kidneybeans,Ammonium Sulphate
1.57,18.5,6.593798387,29.82112112,913,69.4073209,0,67,22,Sandy,lentil,DAP
0.22,25.8,5.279388967,31.99490489,514,50.84881347,35,18,26,Sandy,mango,NPK
1.66,27,6.110142735,24.88910524,131,85.87059083,81,6,55,Clayey,watermelon,NPK
2.3,34.9,5.581021521,19.32509638,259,23.3334788,26,80,18,Sandy,kidneybeans,NPK
1.61,13.6,6.388617138,30.84835031,336,92.86773675,12,6,8,Loamy,orange,Urea
2.21,21.1,7.504930973,28.04849594,838,64.07691942,26,68,24,Loamy,lentil,DAP
1.87,21,6.770278088,24.9004602,280,89.73524177,109,21,55,Sandy,watermelon,NPK
0.48,17.2,5.838748311,25.96308415,928,82.57813624,6,128,200,Sandy,grapes,DAP
2.28,10.1,5.800242694,9.467960445,657,82.29335466,27,145,205,Clayey,grapes,NPK
0.35,34.3,6.130310493,12.7567962,440,81.62497448,6,123,203,Loamy,grapes,Potash
1.43,30.6,7.994465371,14.34320488,557,94.35734702,9,8,15,Loamy,orange,DAP
0.53,19.9,6.761953186,24.48620746,179,92.98254537,60,46,53,Sandy,papaya,Ammonium Sulphate
0.23,23.1,6.352471866,22.88330922,746,71.59722446,99,38,21,Sandy,maize,Urea
1.17,11.8,6.487369687,11.7976469,871,80.86325389,20,122,204,Sandy,grapes,Ammonium Sulphate
0.88,21.3,6.462391607,20.82477109,919,84.1341879,91,50,40,Loamy,rice,DAP
1.32,25.8,6.307004923,17.06579293,858,17.54024066,27,79,82,Sandy,chickpea,NPK
1.53,20.5,5.16516459,25.95058595,572,40.58227261,26,64,22,Clayey,pigeonpeas,DAP
0.3,34.7,6.508342839,23.16814977,770,76.66724969,70,42,43,Clayey,jute,Urea
0.48,23.3,6.000573725,39.06555518,814,82.03812973,23,142,197,Sandy,grapes,DAP
1.48,16.1,6.687088098,27.34734861,211,94.17756725,34,68,51,Clayey,papaya,NPK
0.99,28.2,6.749260456,23.40981539,391,93.13277,29,21,45,Clayey,pomegranate,Ammonium Sulphate
1.88,10.1,6.307004923,17.06579293,921,17.54024066,27,79,82,Clayey,chickpea,Potash
1.7,16.5,5.837258235,25.43480512,730,81.53977797,100,74,52,Clayey,banana,Ammonium Sulphate
2.14,15.4,5.80766417,27.81251452,482,82.69285419,86,79,45,Clayey,banana,NPK
1.79,18,7.045543056,24.18471151,116,69.94807345,99,40,32,Loamy,coffee,NPK
1.19,28.5,6.609696734,17.48395377,592,14.76014523,47,79,78,Sandy,chickpea,Urea
1.75,19.5,9.406887533,30.99694676,430,46.42693735,20,50,22,Clayey,mothbeans,DAP
0.83,28.8,6.51075991,26.79489868,838,89.64815231,102,14,52,Sandy,watermelon,DAP
0.9,22.3,6.407872061,20.07386547,972,90.97819712,14,25,40,Clayey,pomegranate,Ammonium Sulphate
2.01,15.3,6.950300686,29.87854588,585,65.73085206,26,63,17,Loamy,lentil,Potash
1.23,29.3,6.471862118,29.49096726,505,67.10604388,21,74,15,Loamy,pigeonpeas,Potash
2.04,12.1,6.665024508,41.41968393,216,90.03863107,34,65,48,Clayey,papaya,Urea
2.09,11.7,6.421271178,28.95451232,654,89.07866095,24,53,17,Clayey,mungbean,NPK
2.17,20.1,5.728233081,21.18853178,979,19.63438599,10,55,23,Clayey,kidneybeans,Urea
2.31,12.8,6.691202286,42.84609252,214,94.63548176,70,68,55,Loamy,papaya,DAP
1.19,5.3,7.8546243,19.14381903,894,90.71037456,37,24,13,Loamy,orange,NPK
0.93,24.4,6.762030215,24.33528185,648,81.44030363,91,21,50,Sandy,watermelon,Urea
1.54,20.3,6.182232762,25.03512351,913,95.89739958,7,15,32,Loamy,coconut,Ammonium Sulphate
1.05,18.4,6.160267496,22.44307715,724,91.59234006,18,125,203,Clayey,apple,DAP
1.58,34,6.708889665,23.01014302,646,91.11764246,4,6,7,Sandy,orange,Potash
1.82,22.1,6.439071996,20.27317074,743,63.91281869,87,60,23,Loamy,maize,Urea
1.78,30.9,5.108681786,26.80079604,435,80.88684822,78,58,44,Loamy,rice,DAP
1.06,9.2,6.588017308,24.90075709,435,73.84186449,85,53,38,Clayey,jute,DAP
0.58,22.1,7.947011366,23.54234715,988,75.98203329,133,57,19,Sandy,cotton,Potash
1.19,31,6.849471704,25.96534238,839,89.77076659,85,22,53,Loamy,watermelon,Potash
0.53,22.5,6.207459637,25.72100868,246,88.16513579,86,40,39,Loamy,jute,Potash
2.25,26.5,4.397698806,28.00937423,221,52.60950014,27,59,20,Clayey,mothbeans,Urea
1,16.2,5.744361602,24.72235539,180,88.87651295,22,9,44,Sandy,pomegranate,Potash
0.56,7.8,6.977700268,33.20258348,784,92.76437927,68,62,50,Sandy,papaya,Ammonium Sulphate
0.26,18.7,6.469370954,27.39872329,765,81.10523402,83,94,47,Sandy,banana,DAP
1.69,16.8,9.679240873,28.92952635,761,53.57014709,5,35,20,Sandy,mothbeans,Potash
1.66,31,6.423898762,24.04355803,474,84.18406764,86,15,47,Clayey,watermelon,DAP
0.98,12.3,6.677262562,20.06003985,669,67.76252583,19,79,19,Loamy,lentil,NPK
0.36,34,5.740054567,25.61294367,162,94.3138837,37,23,28,Loamy,coconut,NPK
1.14,33.7,7.994465371,14.34320488,603,94.35734702,9,8,15,Sandy,orange,Potash
0.92,12.4,7.63737841,22.92360984,767,82.68738535,101,37,18,Sandy,cotton,DAP
1.76,15.4,7.985417393,20.65691793,548,15.84572566,34,76,80,Sandy,chickpea,NPK
1.59,31.9,6.320768488,27.8262623,527,88.73100226,23,59,25,Loamy,mungbean,Potash
1.04,34,6.625404348,24.89364635,967,65.61418761,60,46,22,Loamy,maize,DAP
0.7,18.3,5.68597166,17.13692774,526,20.59541693,13,60,25,Sandy,kidneybeans,Potash
2.47,14.6,4.807776749,33.15122581,520,32.45974539,25,64,20,Clayey,pigeonpeas,DAP
1.24,20.8,6.163921248,29.54097171,421,92.91778307,83,11,53,Loamy,muskmelon,NPK
1.78,25.6,6.35544263,29.03167341,779,93.12603235,102,11,45,Loamy,muskmelon,Potash
0.52,13.2,7.132389299,26.12797248,265,80.49172597,60,55,36,Sandy,jute,NPK
1.32,27.1,6.967417766,28.3471611,696,53.53903102,29,35,28,Clayey,mango,Potash
0.26,6.5,6.859409487,25.09737391,748,67.72837887,21,63,22,Sandy,blackgram,Urea
1.36,6.5,7.027585559,24.65090184,560,51.93952357,81,30,31,Sandy,coffee,NPK
2.42,16.6,6.52711001,40.00439101,558,90.17015833,69,66,49,Clayey,papaya,NPK
1.08,15.6,6.814301033,32.81705216,288,66.15665137,52,65,20,Clayey,blackgram,Ammonium Sulphate
0.29,14.5,6.155915975,27.37659643,563,63.93927841,18,57,21,Clayey,lentil,NPK
0.27,19.7,7.338929556,26.42333018,478,64.51136845,44,63,15,Loamy,blackgram,DAP
1.09,14.6,7.251847296,26.284017,101,75.14640198,67,55,44,Sandy,jute,Potash
0.57,10.8,6.724688503,23.26316991,717,60.5160021,109,29,28,Loamy,coffee,Urea
0.25,14.3,8.840656256,29.02955344,463,61.09387478,4,43,18,Clayey,mothbeans,DAP
1.94,34.2,7.714153038,17.81564548,171,17.60756635,35,63,76,Loamy,chickpea,DAP
1.25,17.3,6.160414414,28.47212559,526,91.21322065,95,27,55,Clayey,muskmelon,DAP
0.87,18.3,5.706198621,23.90910104,737,20.74619325,32,79,15,Clayey,kidneybeans,DAP
2.27,22.3,6.286515359,28.89578588,269,94.78993038,106,21,52,Sandy,muskmelon,Urea
0.47,34.5,5.821347769,21.25941052,304,92.84416234,32,141,203,Sandy,apple,Ammonium Sulphate
2.4,12.2,5.72742254,29.38471637,924,45.88744691,9,29,34,Sandy,mango,NPK
0.92,25.4,6.347379185,25.87990287,436,67.55109024,18,66,22,Loamy,lentil,DAP
2.24,26.5,6.234330356,24.10859207,571,73.13112261,99,56,17,Sandy,maize,NPK
1.59,23.2,5.655726817,19.33162606,294,24.13995025,12,61,19,Clayey,kidneybeans,NPK
2.1,7.7,6.077886012,18.90592319,769,89.24126808,20,7,45,Sandy,pomegranate,DAP
2.46,25.3,6.655426355,26.14384005,752,66.20569924,68,40,19,Loamy,maize,Ammonium Sulphate
0.86,6.9,5.733539807,27.92004934,374,82.93262435,6,125,204,Sandy,grapes,NPK
2.41,22.9,6.728599215,24.72485577,106,85.56083187,19,17,39,Sandy,pomegranate,Potash
1.1,27.2,5.793260262,25.85036988,665,81.95580471,90,86,52,Sandy,banana,NPK
1.09,11.3,5.677719902,26.47522633,715,78.51833782,97,74,45,Loamy,banana,DAP
0.98,30.2,7.205078785,27.74576987,953,54.36976075,97,29,27,Clayey,coffee,Urea
1.45,5.9,7.574561547,30.0328403,949,64.14800537,44,75,22,Clayey,blackgram,NPK
0.55,30.3,7.175170657,24.2248758,672,74.89465426,62,59,41,Clayey,jute,Ammonium Sulphate
1.47,18.8,3.510404312,27.09400578,698,43.65305437,36,43,24,Sandy,mothbeans,Potash
1.45,11.5,6.501869314,34.03679184,869,67.21113844,42,73,25,Sandy,blackgram,Potash
1.95,9,6.218923893,28.62911222,277,89.1148059,8,50,21,Loamy,mungbean,Urea
2.12,33.6,6.129812716,39.37102553,341,81.25353895,32,121,199,Clayey,grapes,Urea
1.21,7.2,6.455116637,25.08239719,302,65.92195844,88,38,15,Sandy,maize,NPK
0.9,11,5.937649578,19.65690085,642,89.93701023,6,18,37,Sandy,pomegranate,DAP
0.8,15.4,7.313122235,20.26942271,900,19.96978871,30,70,79,Sandy,chickpea,Ammonium Sulphate
0.65,23.6,6.07938452,36.75087487,561,58.25799145,17,64,18,Loamy,pigeonpeas,Potash
0.33,21.3,6.617066674,41.31330062,179,91.1508798,35,67,49,Clayey,papaya,Urea
0.99,8.8,6.732049075,27.84492803,622,91.60666594,120,23,55,Loamy,muskmelon,Ammonium Sulphate
0.82,13.7,6.417500829,12.80000387,516,81.20876367,5,126,197,Clayey,grapes,DAP
2.42,12.2,5.795985716,22.49095104,865,91.70292746,23,138,195,Clayey,apple,Potash
1.48,11.4,6.400719746,21.77466746,483,80.54942557,35,135,199,Sandy,grapes,Potash
1,17.3,7.196774236,27.53592929,490,85.5701901,31,51,25,Sandy,mungbean,DAP
1.54,26.1,6.74274935,29.80744318,995,91.38048469,44,64,54,Sandy,papaya,Potash
0.52,11.5,6.779832611,23.60301571,898,60.39647474,104,18,30,Sandy,coffee,DAP
1.22,16,6.610251186,24.32770134,787,90.88292835,27,24,41,Sandy,pomegranate,Potash
1.64,16.7,7.841496029,28.49584395,225,62.44616219,0,65,24,Clayey,lentil,NPK
1.32,34.3,7.10959773,23.45379018,593,46.48714759,27,71,23,Sandy,pigeonpeas,DAP
1.12,33.6,6.09186275,27.33534897,146,43.35795962,27,57,24,Sandy,pigeonpeas,Ammonium Sulphate
2.49,29,6.356295568,24.80624984,817,82.09281674,99,57,38,Loamy,jute,NPK
2.22,12.2,6.620729882,31.22790131,575,94.94021378,38,61,52,Loamy,papaya,Ammonium Sulphate
1.63,7,7.272316209,25.96779712,718,81.97904282,105,56,15,Clayey,cotton,Potash
1.51,14.5,6.740000688,19.0781471,563,69.02298571,66,44,20,Clayey,maize,Ammonium Sulphate
1.63,13,6.662875839,42.54744013,886,94.94482086,36,54,46,Loamy,papaya,NPK
0.66,20.2,7.388007483,27.06179658,948,52.3003173,21,39,20,Loamy,mothbeans,DAP
1.11,28.3,6.804781106,18.78359608,222,87.4024767,8,26,36,Sandy,pomegranate,Urea
0.29,30.7,5.578410206,16.78791503,573,24.96881755,35,69,23,Sandy,kidneybeans,Ammonium Sulphate
1.29,30.3,5.685102769,33.78372897,233,81.16314317,26,135,203,Clayey,grapes,Urea
1.45,15.8,6.021439523,24.1472953,718,75.88298598,140,38,15,Loamy,cotton,Ammonium Sulphate
0.72,25.6,7.21270048,24.83846178,916,56.7685316,117,34,25,Clayey,coffee,Ammonium Sulphate
2.42,14.4,4.684079249,18.41645629,940,34.80541039,16,73,19,Sandy,pigeonpeas,DAP
2.29,6.8,6.273741983,27.5364547,661,55.51673151,99,19,33,Clayey,coffee,Potash
1.86,26,7.423530351,33.95309131,948,69.96100028,22,55,20,Clayey,blackgram,NPK
1.43,5.3,6.511624841,31.53243779,706,90.87394933,65,62,51,Clayey,papaya,NPK
2.2,17.3,7.131435858,26.71717393,879,50.50148528,103,33,33,Sandy,coffee,NPK
0.5,14.9,5.566522896,17.15432954,122,19.87070659,25,57,19,Clayey,kidneybeans,Potash
2.02,25.8,5.414492777,26.4908332,665,47.36534833,23,35,18,Sandy,mothbeans,Urea
0.49,28,6.54277684,43.08022702,985,93.90305729,37,52,47,Loamy,papaya,NPK
