Electrical_Conductivity_dS_m,Moisture_percent,pH,Temperature_C,Salinity_ppm,Humidity_percent,Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,Soil_Type,Crop_Type,Fertilizer
1.44,39.75,7.09,20.48,1924.15,69.06,5.37,6.98,191.6,Clayey,Potato,Superphosphate
2.28,35.37,8.98,28.79,1563.44,44.28,86.06,74.23,214.01,Loamy,Potato,Calcium Nitrate
3.06,15.49,6.83,10.63,829.38,47.91,135.02,45.14,84.46,Loamy,Peanut,Bone Meal
1.89,26.74,8.41,18.23,1603.84,86.54,51.41,93.35,276.82,Loamy,Tomato,Ammonium Sulphate
1.05,13.83,7.93,32.19,514.68,73.18,36.94,26.25,225.55,Loamy,Peanut,"NPK (Nitrogen, Phosphorus, Potassium)"
1.23,24.44,6.56,37.59,855.4,58.3,106.7,9.41,333.97,Loamy,Maize,Compost
2.92,38.86,6.3,31.51,1319.85,32.24,49.39,95.4,373.95,Sandy,Soybean,Compost
2.46,29.49,5.53,33.96,581.92,62.68,126.16,20.19,72.94,Clayey,Peanut,Superphosphate
2.05,22.63,7.03,22.91,1708.03,68.1,64.14,43.8,278.94,Loamy,Potato,Urea
1.03,42.11,4.68,29.78,783.39,45.45,50.79,99.7,470.84,Clayey,Wheat,Urea
3.57,37.31,7.94,33.64,1008.15,54.48,10.31,79.51,352.18,Loamy,Potato,DAP (Di-Ammonium Phosphate)
0.28,8.4,8.23,16.6,247.76,44.18,64.96,85.39,361.89,Loamy,Cotton,Urea
2.64,7.81,4.89,32.56,1777.18,61.55,16.37,72.56,189.6,Loamy,Soybean,Potash
0.55,13.77,6.54,31.49,1913.13,71.95,67.65,67.92,341.87,Clayey,Tomato,Potash
1.64,40.0,6.18,14.0,623.94,55.31,42.49,73.97,121.47,Sandy,Cotton,Ammonium Sulphate
2.33,5.47,5.3,15.93,1299.58,62.84,47.53,31.57,437.0,Sandy,Cotton,Ammonium Sulphate
0.22,9.17,5.76,27.29,813.73,57.95,16.08,70.24,326.21,Loamy,Sugarcane,Bone Meal
3.53,20.27,5.57,26.1,1114.69,50.77,12.68,52.85,166.01,Clayey,Peanut,Urea
3.9,16.2,6.65,38.63,1699.04,67.58,42.78,19.76,166.83,Loamy,Tomato,Urea
2.67,23.78,8.72,31.67,524.63,59.66,85.14,33.0,57.37,Clayey,Potato,Ammonium Nitrate
2.32,12.26,7.54,27.68,146.72,86.33,102.34,76.32,473.34,Clayey,Cotton,Calcium Nitrate
0.38,22.24,7.27,20.51,785.5,62.58,88.56,91.88,323.29,Clayey,Maize,DAP (Di-Ammonium Phosphate)
1.06,28.03,4.6,39.93,915.82,35.3,107.61,86.4,75.05,Loamy,Rice,Urea
2.2,43.97,7.92,37.66,855.39,36.58,107.69,73.89,481.88,Clayey,Maize,Urea
3.14,11.81,7.21,39.38,344.9,85.67,11.36,63.45,212.0,Clayey,Wheat,Calcium Nitrate
3.34,35.48,8.65,34.36,334.74,81.27,77.21,98.46,114.96,Sandy,Wheat,Potash
0.33,31.82,5.12,18.55,1113.78,45.75,8.52,28.29,142.71,Sandy,Maize,Bone Meal
1.92,7.7,4.09,28.37,8.2,80.22,97.15,64.29,390.1,Loamy,Potato,Calcium Nitrate
2.99,8.11,6.5,11.34,742.83,47.88,119.24,71.4,255.91,Clayey,Rice,Ammonium Sulphate
3.59,41.3,8.44,22.22,143.42,45.03,12.34,97.4,475.45,Loamy,Rice,Urea
1.27,31.25,5.8,31.08,1035.48,64.1,38.07,46.09,452.6,Clayey,Potato,Urea
0.72,30.69,5.94,33.0,580.82,67.96,49.72,76.43,274.07,Clayey,Maize,Potash
1.57,31.01,8.69,29.13,1496.18,55.69,61.25,14.97,344.74,Loamy,Potato,Ammonium Nitrate
1.94,13.06,8.37,38.97,1378.68,53.5,97.78,96.76,263.39,Loamy,Potato,Calcium Nitrate
1.06,28.03,4.6,39.93,915.82,35.3,107.61,86.4,75.05,Loamy,Rice,Urea
0.48,12.56,4.49,32.95,883.01,85.39,95.16,13.94,348.4,Clayey,Maize,Urea
1.03,21.57,4.76,18.38,350.91,87.21,47.81,80.36,433.04,Loamy,Peanut,Urea
2.86,31.9,5.54,21.1,808.62,85.91,14.24,28.12,333.59,Sandy,Peanut,"NPK (Nitrogen, Phosphorus, Potassium)"
2.95,16.75,5.46,31.55,116.86,74.29,138.65,54.45,54.41,Sandy,Maize,DAP (Di-Ammonium Phosphate)
3.65,13.13,4.79,21.51,47.61,79.95,32.86,69.49,362.92,Sandy,Wheat,"NPK (Nitrogen, Phosphorus, Potassium)"
0.28,23.88,7.39,32.7,1786.28,59.07,123.06,69.75,488.66,Loamy,Maize,Ammonium Nitrate
3.78,35.47,5.93,23.48,1082.87,69.49,53.56,77.1,325.7,Sandy,Wheat,Compost
0.48,38.96,5.96,31.15,111.68,40.63,135.06,88.97,212.19,Sandy,Rice,Ammonium Nitrate
1.4,16.18,5.23,21.69,978.54,64.35,113.14,52.98,183.83,Sandy,Sugarcane,Superphosphate
2.28,14.4,4.7,37.77,1242.25,78.49,91.88,89.39,262.3,Sandy,Potato,DAP (Di-Ammonium Phosphate)
1.9,5.03,8.04,27.86,717.52,66.52,21.04,83.72,267.04,Clayey,Cotton,Bone Meal
2.97,6.52,6.3,26.05,912.21,86.51,59.86,57.43,389.27,Loamy,Sugarcane,Superphosphate
1.91,42.69,5.07,21.45,1944.31,36.18,39.98,95.16,62.56,Loamy,Maize,Ammonium Sulphate
1.16,29.59,6.38,13.26,1435.44,31.88,115.34,24.94,419.25,Clayey,Peanut,Calcium Nitrate
0.49,24.9,6.58,18.72,1124.57,73.48,116.01,39.13,289.34,Sandy,Potato,Ammonium Sulphate
0.75,11.46,4.79,36.22,1942.44,44.17,77.17,76.34,417.56,Sandy,Soybean,Superphosphate
3.72,12.73,7.03,37.45,226.85,41.35,100.66,95.16,287.55,Sandy,Sugarcane,Urea
2.99,13.36,6.14,32.08,1814.23,34.28,121.95,78.01,232.11,Sandy,Soybean,Bone Meal
2.92,17.24,5.41,39.81,1336.52,74.78,39.84,84.79,265.59,Clayey,Cotton,Potash
1.62,43.61,5.65,16.97,87.12,74.03,133.06,86.43,498.9,Sandy,Sugarcane,Calcium Nitrate
1.31,39.43,8.89,19.22,102.48,73.54,50.48,40.9,440.2,Sandy,Potato,Ammonium Nitrate
1.57,7.19,4.1,13.47,928.74,59.05,61.46,38.2,231.72,Sandy,Cotton,Compost
3.19,19.2,8.01,32.02,1565.97,34.61,95.82,42.6,294.92,Clayey,Sugarcane,Potash
0.34,36.8,6.24,30.27,1823.48,77.82,9.77,55.03,428.43,Sandy,Peanut,"NPK (Nitrogen, Phosphorus, Potassium)"
2.59,19.45,7.89,25.15,1251.33,52.91,131.2,80.84,50.49,Clayey,Cotton,DAP (Di-Ammonium Phosphate)
2.57,13.97,5.35,19.78,1991.22,43.0,40.95,5.61,184.15,Clayey,Soybean,DAP (Di-Ammonium Phosphate)
0.75,11.46,4.79,36.22,1942.44,44.17,77.17,76.34,417.56,Sandy,Soybean,Superphosphate
1.28,41.78,4.57,10.99,1165.44,72.76,52.68,32.78,158.36,Clayey,Peanut,"NPK (Nitrogen, Phosphorus, Potassium)"
2.53,8.06,5.35,28.81,486.7,67.09,57.13,8.98,489.07,Clayey,Peanut,Ammonium Sulphate
0.61,32.77,8.74,17.03,371.8,75.88,29.68,32.63,408.84,Sandy,Peanut,"NPK (Nitrogen, Phosphorus, Potassium)"
1.58,19.63,6.42,10.91,1780.21,44.78,41.22,80.68,156.41,Loamy,Cotton,Urea
3.99,42.97,6.12,23.67,1615.32,32.86,12.7,13.13,125.52,Sandy,Soybean,Compost
1.16,29.59,6.38,13.26,1435.44,31.88,115.34,24.94,419.25,Clayey,Peanut,Calcium Nitrate
2.57,14.41,4.26,11.85,621.41,70.05,70.87,64.22,466.54,Loamy,Peanut,Urea
3.99,25.27,8.47,36.25,1926.41,88.69,23.56,32.93,193.0,Sandy,Soybean,Superphosphate
3.25,17.19,4.26,36.67,697.99,64.14,131.43,44.06,186.5,Clayey,Maize,Ammonium Nitrate
2.72,15.44,7.81,25.83,1561.95,58.97,107.78,16.61,474.4,Clayey,Cotton,Superphosphate
0.32,29.52,4.59,10.53,1088.51,49.27,78.78,82.72,103.64,Clayey,Maize,Ammonium Sulphate
2.42,26.93,8.49,33.47,331.24,78.55,40.72,85.49,372.5,Clayey,Maize,Calcium Nitrate
3.81,49.97,4.44,22.9,174.65,44.54,36.72,19.97,120.84,Clayey,Maize,Bone Meal
1.9,47.21,5.16,14.03,1751.77,32.06,127.17,27.27,227.47,Sandy,Potato,Potash
3.64,9.7,8.37,33.05,1598.02,56.19,99.37,58.02,247.98,Sandy,Maize,DAP (Di-Ammonium Phosphate)
0.9,34.78,4.1,35.89,668.43,43.84,60.81,75.54,199.4,Clayey,Wheat,Compost
0.6,14.2,6.09,26.88,467.16,45.11,95.44,13.27,129.21,Sandy,Sugarcane,Superphosphate
1.54,14.82,6.43,21.69,1881.27,78.33,68.67,85.44,204.83,Sandy,Wheat,Compost
1.86,20.09,4.43,22.55,1757.98,73.71,31.79,58.91,304.9,Sandy,Wheat,Calcium Nitrate
2.68,26.35,6.05,34.04,1038.18,41.02,82.77,11.39,495.92,Loamy,Peanut,Compost
3.85,6.76,4.45,31.42,1737.74,50.02,42.76,43.72,221.13,Clayey,Cotton,Urea
1.56,46.18,4.91,24.48,656.62,85.9,38.3,65.97,365.72,Clayey,Soybean,Ammonium Nitrate
3.04,5.58,8.11,22.51,124.64,56.38,43.59,42.25,468.5,Loamy,Tomato,Superphosphate
3.94,26.76,5.85,13.94,651.96,74.36,119.01,77.27,362.68,Loamy,Cotton,Ammonium Sulphate
3.56,31.23,7.55,16.78,1224.3,65.72,59.0,49.26,190.47,Clayey,Tomato,Calcium Nitrate
1.3,20.75,5.05,18.61,670.1,71.74,69.29,73.9,147.89,Clayey,Cotton,DAP (Di-Ammonium Phosphate)
2.52,13.31,8.18,17.28,746.63,69.9,37.43,84.75,140.29,Sandy,Cotton,"NPK (Nitrogen, Phosphorus, Potassium)"
3.94,24.59,6.13,10.33,628.63,47.86,137.86,14.01,190.22,Sandy,Sugarcane,"NPK (Nitrogen, Phosphorus, Potassium)"
0.82,32.04,8.87,10.91,373.82,55.62,77.4,87.16,235.45,Sandy,Wheat,Ammonium Nitrate
0.86,13.59,6.52,33.74,563.11,30.24,53.42,69.07,60.99,Loamy,Sugarcane,Ammonium Sulphate
1.87,26.75,7.07,11.44,27.32,33.74,108.64,75.2,417.44,Clayey,Soybean,Potash
1.9,13.23,4.58,33.22,902.33,42.6,96.74,84.57,254.09,Sandy,Sugarcane,Urea
2.13,18.61,4.72,24.11,1285.86,31.34,129.04,56.66,470.44,Loamy,Maize,Urea
2.33,26.72,6.99,36.74,1538.46,79.64,28.74,9.31,75.93,Clayey,Potato,Compost
3.52,11.48,7.81,29.36,1226.24,50.93,57.46,46.83,272.48,Sandy,Soybean,Compost
3.9,6.16,4.66,31.52,1991.98,72.61,30.7,16.01,60.9,Loamy,Wheat,Compost
2.41,25.16,5.87,29.05,1372.47,59.47,141.27,69.93,342.52,Loamy,Tomato,DAP (Di-Ammonium Phosphate)
3.35,18.8,8.89,12.52,1771.85,89.06,124.4,83.43,57.66,Sandy,Maize,"NPK (Nitrogen, Phosphorus, Potassium)"
1.89,5.31,6.52,24.17,1136.42,81.36,132.57,47.87,141.98,Loamy,Sugarcane,Potash
3.49,23.44,5.7,18.0,454.25,35.59,39.1,90.89,487.58,Clayey,Cotton,"NPK (Nitrogen, Phosphorus, Potassium)"
2.86,36.53,7.03,14.09,1917.81,68.74,103.17,70.79,307.09,Clayey,Peanut,Bone Meal
1.85,30.48,6.12,12.13,202.25,75.18,136.88,39.3,174.15,Sandy,Rice,Urea
3.1,46.19,5.31,14.45,1828.42,55.04,114.75,93.05,58.53,Sandy,Rice,Bone Meal
3.02,44.18,7.46,36.17,1829.33,82.57,35.76,87.46,135.11,Loamy,Potato,Bone Meal
3.87,31.45,8.0,28.41,546.41,30.98,145.84,98.11,346.5,Clayey,Tomato,Compost
1.7,35.56,6.54,35.75,1517.97,62.03,15.05,64.87,195.79,Loamy,Rice,Urea
3.44,21.51,4.99,33.68,1125.54,73.59,132.94,83.7,52.41,Loamy,Soybean,Compost
3.8,21.72,7.53,20.12,689.78,64.53,106.81,62.91,454.78,Clayey,Wheat,"NPK (Nitrogen, Phosphorus, Potassium)"
2.14,13.64,4.2,37.73,1253.71,42.92,107.86,71.94,162.88,Sandy,Soybean,DAP (Di-Ammonium Phosphate)
2.26,41.14,8.75,32.65,1567.41,68.66,91.71,97.04,366.16,Sandy,Rice,Superphosphate
2.54,47.06,4.24,39.01,1348.47,56.41,149.43,13.08,159.07,Sandy,Sugarcane,Superphosphate
0.45,32.16,6.36,35.77,1621.64,38.4,133.92,96.21,294.28,Loamy,Potato,"NPK (Nitrogen, Phosphorus, Potassium)"
1.69,12.14,7.25,20.82,1686.88,40.16,62.89,96.73,303.34,Sandy,Wheat,Potash
1.05,23.14,6.55,18.88,1567.25,86.03,18.5,22.15,316.47,Clayey,Tomato,Ammonium Sulphate
1.42,13.25,6.81,38.29,1979.73,80.88,43.3,72.61,312.95,Sandy,Maize,Compost
3.23,40.26,7.94,22.99,310.8,56.0,127.34,13.88,247.31,Loamy,Wheat,Ammonium Nitrate
0.46,16.57,5.3,16.44,369.89,85.49,91.03,46.27,93.13,Sandy,Soybean,Compost
0.86,20.7,5.04,24.59,1655.74,62.73,105.33,21.1,117.66,Clayey,Maize,Superphosphate
0.57,14.84,6.62,29.61,1641.35,45.88,52.15,9.66,452.68,Sandy,Soybean,Potash
3.46,36.4,6.67,36.72,132.83,44.17,40.79,95.65,470.67,Clayey,Soybean,Calcium Nitrate
0.67,13.78,8.6,31.54,69.81,57.8,105.38,49.69,198.66,Clayey,Sugarcane,DAP (Di-Ammonium Phosphate)
2.19,27.53,6.2,25.76,80.88,74.0,102.76,36.09,259.25,Loamy,Soybean,DAP (Di-Ammonium Phosphate)
3.81,26.22,6.6,14.16,385.87,44.86,119.1,17.55,264.07,Loamy,Rice,Superphosphate
1.72,15.47,6.32,23.55,189.86,43.09,133.99,49.97,324.73,Sandy,Rice,Bone Meal
2.92,30.5,6.27,39.85,1848.86,68.56,118.03,54.69,257.31,Loamy,Cotton,Urea
1.73,5.28,7.93,22.11,915.25,30.84,145.58,53.62,435.15,Clayey,Cotton,Compost
3.25,47.43,7.24,34.37,1521.62,53.6,11.51,40.32,60.5,Sandy,Sugarcane,Bone Meal
2.54,7.48,6.35,29.91,709.88,45.92,133.33,13.32,183.33,Loamy,Wheat,Bone Meal
3.19,19.2,8.01,32.02,1565.97,34.61,95.82,42.6,294.92,Clayey,Sugarcane,Potash
0.25,13.7,4.96,19.98,362.1,89.4,16.23,8.56,80.23,Loamy,Soybean,Urea
2.13,48.77,8.54,18.83,1111.41,39.53,103.83,11.16,377.98,Loamy,Sugarcane,DAP (Di-Ammonium Phosphate)
1.24,27.65,4.48,25.73,937.47,63.0,103.39,75.24,174.59,Sandy,Maize,Urea
0.89,42.54,6.93,11.2,840.27,87.74,110.53,49.13,286.44,Sandy,Wheat,Calcium Nitrate
1.65,40.84,8.72,26.0,1403.2,55.72,35.26,32.95,400.59,Loamy,Sugarcane,Bone Meal
3.19,24.71,8.53,19.44,1438.34,86.02,88.66,7.99,354.63,Clayey,Tomato,Ammonium Sulphate
0.57,39.23,5.34,21.29,690.79,44.94,125.55,25.81,212.45,Sandy,Soybean,Superphosphate
0.83,5.62,8.95,39.58,1604.13,83.66,137.7,81.22,301.46,Loamy,Sugarcane,DAP (Di-Ammonium Phosphate)
3.16,38.72,4.19,35.59,701.44,84.7,77.81,33.88,383.91,Loamy,Sugarcane,Ammonium Sulphate
3.43,7.3,4.5,25.1,35.13,54.8,52.98,51.48,236.5,Loamy,Rice,Bone Meal
1.54,35.39,6.06,27.41,1084.82,44.32,98.52,22.22,263.09,Loamy,Wheat,Ammonium Nitrate
2.86,49.9,8.49,17.61,123.94,67.02,11.6,86.09,240.16,Loamy,Soybean,Superphosphate
1.39,14.12,5.89,19.92,103.44,53.02,103.85,34.02,65.86,Clayey,Wheat,DAP (Di-Ammonium Phosphate)
3.18,31.86,7.43,27.7,1386.79,41.71,25.57,95.04,331.05,Loamy,Soybean,"NPK (Nitrogen, Phosphorus, Potassium)"
1.03,10.29,8.02,19.88,885.74,62.37,52.29,15.53,307.96,Loamy,Maize,Potash
1.63,39.19,4.57,28.28,1850.66,87.46,131.36,45.63,499.27,Clayey,Wheat,Compost
2.39,27.5,5.84,28.9,290.47,49.48,74.87,27.37,321.58,Sandy,Tomato,Ammonium Sulphate
1.02,17.92,7.32,38.75,712.84,75.79,22.21,57.02,83.45,Clayey,Tomato,Ammonium Sulphate
1.87,6.98,6.12,36.8,347.6,31.06,70.17,6.04,434.04,Sandy,Maize,DAP (Di-Ammonium Phosphate)
3.25,47.43,7.24,34.37,1521.62,53.6,11.51,40.32,60.5,Sandy,Sugarcane,Bone Meal
2.95,16.65,8.13,14.48,1314.79,81.23,26.62,72.8,166.76,Sandy,Potato,Urea
1.73,18.65,4.78,10.45,1313.24,63.93,136.39,97.62,112.76,Clayey,Wheat,Ammonium Nitrate
3.65,48.5,8.89,31.54,1711.26,65.67,60.33,14.22,353.07,Clayey,Sugarcane,Bone Meal
1.45,42.19,5.58,38.14,500.75,53.52,112.79,94.81,139.83,Sandy,Soybean,DAP (Di-Ammonium Phosphate)
0.71,23.59,5.96,22.83,680.22,77.99,39.15,53.38,306.28,Clayey,Maize,"NPK (Nitrogen, Phosphorus, Potassium)"
1.17,16.35,8.56,12.74,720.76,78.27,28.02,94.98,270.35,Clayey,Sugarcane,"NPK (Nitrogen, Phosphorus, Potassium)"
3.31,7.47,4.33,38.36,1973.81,60.25,40.37,17.31,437.37,Loamy,Tomato,Urea
3.83,9.11,4.11,19.81,1495.15,67.51,149.9,98.38,323.39,Clayey,Potato,DAP (Di-Ammonium Phosphate)
1.41,47.57,5.39,11.54,109.91,54.78,149.41,51.98,214.4,Sandy,Soybean,Superphosphate
2.78,24.15,8.08,35.3,1548.34,55.65,148.37,78.37,88.78,Clayey,Wheat,Ammonium Nitrate
1.06,12.49,5.02,38.96,509.58,82.75,70.38,42.08,311.63,Sandy,Sugarcane,Compost
0.58,13.07,6.97,14.36,1247.02,62.08,84.33,72.16,242.06,Sandy,Cotton,Urea
3.14,35.81,4.44,33.77,1546.71,69.39,57.13,59.46,381.02,Loamy,Rice,"NPK (Nitrogen, Phosphorus, Potassium)"
1.84,26.88,5.69,15.97,430.66,31.56,84.87,11.35,274.1,Clayey,Soybean,Compost
3.78,14.84,7.24,10.96,454.38,75.41,138.96,28.15,303.53,Sandy,Potato,Ammonium Nitrate
2.09,42.63,6.95,31.58,659.42,52.51,104.33,66.93,244.95,Clayey,Maize,"NPK (Nitrogen, Phosphorus, Potassium)"
3.76,17.08,6.68,11.22,1300.73,35.04,124.37,58.0,278.91,Sandy,Tomato,Compost
1.07,35.59,5.21,32.89,321.87,61.32,24.63,58.81,202.04,Clayey,Cotton,Urea
3.9,6.16,4.66,31.52,1991.98,72.61,30.7,16.01,60.9,Loamy,Wheat,Compost
3.78,14.01,4.09,33.3,228.1,76.24,58.2,71.67,101.45,Sandy,Rice,DAP (Di-Ammonium Phosphate)
1.31,39.43,8.89,19.22,102.48,73.54,50.48,40.9,440.2,Sandy,Potato,Ammonium Nitrate
2.0,24.37,4.2,20.71,1963.22,72.91,38.4,94.19,78.38,Loamy,Soybean,Calcium Nitrate
1.03,43.6,7.06,37.98,1796.56,49.15,72.31,57.49,119.3,Clayey,Sugarcane,Ammonium Nitrate
3.51,32.23,7.8,12.17,1449.26,88.98,127.39,15.16,81.02,Sandy,Sugarcane,Superphosphate
1.15,45.93,6.55,37.13,1358.14,44.83,108.8,17.49,160.62,Sandy,Wheat,Ammonium Sulphate
0.17,19.68,4.08,29.83,554.32,67.32,39.9,60.68,195.46,Clayey,Cotton,DAP (Di-Ammonium Phosphate)
2.38,22.23,6.29,14.88,1547.27,85.62,78.07,43.62,162.72,Sandy,Wheat,Potash
3.85,23.35,4.43,31.31,299.27,51.94,86.73,33.08,331.43,Sandy,Cotton,Compost
3.91,8.98,8.21,13.44,1115.41,57.52,30.85,73.94,480.89,Sandy,Soybean,Ammonium Nitrate
2.98,42.84,7.38,33.13,750.99,45.48,132.26,76.16,496.64,Clayey,Wheat,Urea
3.32,30.6,6.93,15.94,1526.76,45.54,122.76,80.76,329.4,Clayey,Potato,Potash
3.24,20.82,4.61,15.76,366.93,57.2,40.84,88.73,266.93,Loamy,Cotton,Ammonium Nitrate
0.3,27.97,6.32,10.83,304.81,46.18,93.31,44.73,153.45,Sandy,Cotton,Potash
3.35,9.69,5.62,35.54,302.32,83.72,101.26,27.62,93.14,Sandy,Maize,Potash
0.63,27.85,7.45,24.34,583.45,58.89,104.63,93.34,291.37,Sandy,Wheat,Calcium Nitrate
1.29,47.09,8.98,27.51,694.33,48.32,145.99,21.91,75.55,Sandy,Wheat,Calcium Nitrate
2.74,20.66,6.27,35.19,1059.13,76.48,66.16,54.15,293.6,Clayey,Tomato,"NPK (Nitrogen, Phosphorus, Potassium)"
3.72,48.85,5.37,32.63,823.02,76.85,50.57,33.11,365.22,Clayey,Cotton,"NPK (Nitrogen, Phosphorus, Potassium)"
2.3,28.96,7.21,10.07,1629.59,56.69,21.31,30.84,444.26,Sandy,Potato,Superphosphate
2.8,24.43,5.98,33.95,1521.0,30.43,119.55,22.42,251.76,Clayey,Cotton,Superphosphate
1.74,42.99,5.31,37.52,1727.73,41.75,7.03,71.07,451.66,Clayey,Soybean,Compost
2.78,18.64,6.16,31.89,481.02,84.31,56.89,53.47,74.28,Sandy,Peanut,Ammonium Nitrate
3.19,18.47,7.82,15.31,1930.92,88.29,81.15,34.26,401.59,Loamy,Cotton,Potash
1.2,31.88,4.52,26.92,1500.78,38.21,29.98,28.04,390.88,Clayey,Rice,Compost
1.96,34.08,5.34,18.6,1704.71,36.53,91.45,48.05,162.24,Clayey,Sugarcane,"NPK (Nitrogen, Phosphorus, Potassium)"
1.01,48.03,5.68,32.45,456.84,42.07,104.96,60.89,400.74,Clayey,Soybean,Superphosphate
1.15,10.18,5.28,30.45,1493.54,56.35,63.45,85.67,287.43,Clayey,Cotton,Potash
3.52,16.68,5.23,21.28,979.12,80.6,82.48,58.7,288.79,Clayey,Sugarcane,Ammonium Nitrate
3.94,25.98,8.74,15.81,218.86,35.01,30.37,54.93,395.66,Sandy,Rice,"NPK (Nitrogen, Phosphorus, Potassium)"
0.36,27.18,4.12,31.48,1483.22,82.69,134.53,70.15,420.12,Clayey,Rice,Urea
3.32,30.6,6.93,15.94,1526.76,45.54,122.76,80.76,329.4,Clayey,Potato,Potash
3.72,48.85,5.37,32.63,823.02,76.85,50.57,33.11,365.22,Clayey,Cotton,"NPK (Nitrogen, Phosphorus, Potassium)"
0.32,36.37,4.21,29.89,849.74,70.77,72.97,67.95,54.38,Clayey,Sugarcane,Ammonium Sulphate
1.45,6.87,6.37,30.11,1888.53,49.17,112.56,79.56,280.55,Sandy,Maize,Superphosphate
2.98,47.9,5.1,20.17,505.67,32.56,79.08,74.15,273.99,Sandy,Soybean,Ammonium Nitrate
0.65,17.31,8.9,22.5,1599.66,50.95,109.92,37.48,62.09,Sandy,Potato,Calcium Nitrate
2.49,45.74,8.62,10.26,169.52,66.79,15.48,95.68,226.5,Clayey,Tomato,"NPK (Nitrogen, Phosphorus, Potassium)"
2.97,35.32,4.29,12.43,1574.2,88.33,92.84,38.04,203.22,Clayey,Soybean,DAP (Di-Ammonium Phosphate)
2.09,26.35,4.93,26.38,1431.35,45.95,109.8,98.55,440.41,Clayey,Peanut,Urea
3.78,41.45,5.51,17.81,1794.41,61.02,144.49,64.97,414.49,Clayey,Sugarcane,"NPK (Nitrogen, Phosphorus, Potassium)"
2.52,26.97,4.36,25.86,1855.46,50.29,134.16,87.43,341.31,Loamy,Potato,Calcium Nitrate
2.06,32.35,8.56,13.68,1954.38,67.18,90.55,13.98,229.9,Sandy,Soybean,Bone Meal
3.57,48.11,4.3,11.11,341.51,64.21,127.95,53.48,485.2,Clayey,Rice,Bone Meal
0.64,8.27,4.12,37.24,782.67,48.04,71.0,10.05,390.58,Loamy,Peanut,Bone Meal
0.19,10.65,6.59,19.16,1111.04,43.58,130.48,16.97,310.78,Loamy,Sugarcane,"NPK (Nitrogen, Phosphorus, Potassium)"
0.54,5.19,6.23,33.56,429.98,69.12,12.75,12.71,236.33,Clayey,Rice,Superphosphate
0.66,31.14,7.61,34.69,1971.94,66.9,141.41,92.43,326.79,Loamy,Tomato,"NPK (Nitrogen, Phosphorus, Potassium)"
0.73,15.89,5.88,25.83,1445.52,74.65,17.36,6.48,162.04,Clayey,Rice,"NPK (Nitrogen, Phosphorus, Potassium)"
1.84,26.88,5.69,15.97,430.66,31.56,84.87,11.35,274.1,Clayey,Soybean,Compost
1.15,18.12,4.43,23.13,823.79,80.07,124.94,88.65,426.35,Loamy,Wheat,Calcium Nitrate
0.76,20.17,6.0,33.12,1594.98,68.47,125.5,28.52,419.29,Loamy,Wheat,Ammonium Sulphate
3.49,41.92,7.47,14.26,616.84,75.1,121.19,48.69,221.04,Clayey,Potato,DAP (Di-Ammonium Phosphate)
2.18,46.43,8.53,38.09,1443.82,63.92,95.98,5.82,133.32,Sandy,Maize,Urea
2.11,5.98,4.95,31.92,130.27,82.99,137.17,85.17,366.74,Sandy,Cotton,Compost
4.0,35.4,5.87,14.85,1315.56,43.47,128.61,96.58,391.98,Clayey,Cotton,Bone Meal
3.78,25.08,8.64,26.73,27.21,72.0,129.4,61.47,96.1,Loamy,Soybean,Superphosphate
1.51,27.16,8.64,13.74,767.02,86.27,128.22,27.36,71.79,Sandy,Cotton,Calcium Nitrate
2.58,13.39,4.75,26.71,1293.19,83.38,65.07,10.9,434.69,Sandy,Soybean,Ammonium Nitrate
2.74,14.16,6.18,24.57,340.87,79.95,71.16,20.93,246.38,Sandy,Rice,Ammonium Sulphate
0.73,17.67,5.73,14.85,478.35,46.15,58.03,76.68,66.77,Clayey,Soybean,"NPK (Nitrogen, Phosphorus, Potassium)"
3.21,31.72,8.36,24.62,857.94,55.46,47.4,69.38,190.02,Sandy,Cotton,Ammonium Sulphate
0.39,40.83,6.85,14.13,890.87,48.98,50.64,76.02,242.78,Loamy,Cotton,Ammonium Nitrate
1.58,21.33,7.85,37.27,328.08,65.24,130.85,97.16,291.06,Sandy,Peanut,Ammonium Nitrate
2.38,25.67,6.32,29.19,1558.67,49.26,70.57,63.73,439.31,Clayey,Soybean,Potash
3.88,14.24,6.57,34.57,555.53,82.22,26.42,56.1,122.24,Clayey,Cotton,Superphosphate
2.52,26.97,4.36,25.86,1855.46,50.29,134.16,87.43,341.31,Loamy,Potato,Calcium Nitrate
1.9,44.77,8.11,30.84,1837.96,55.64,81.81,79.01,348.81,Sandy,Soybean,Ammonium Sulphate
1.11,20.13,5.67,20.04,649.1,87.47,97.75,10.87,153.84,Clayey,Tomato,Compost
3.32,16.35,5.0,35.43,1285.61,51.51,125.86,26.05,123.58,Loamy,Potato,Calcium Nitrate
3.39,29.78,4.07,37.53,1555.29,87.04,68.42,48.8,392.12,Sandy,Tomato,Ammonium Nitrate
1.9,44.77,8.11,30.84,1837.96,55.64,81.81,79.01,348.81,Sandy,Soybean,Ammonium Sulphate
2.51,12.96,6.42,25.57,1064.24,33.02,111.9,34.23,199.71,Clayey,Wheat,Potash
3.14,31.22,8.96,32.88,1514.96,64.52,80.73,37.37,495.36,Sandy,Cotton,Bone Meal
